SMILES,V
C1(N(C(=O)c2c1c(C(=O)OCC)n1ccc3c(c12)cccc3)c1ccc(Br)cc1)=O,3.168100019
c1c(ccc(Br)c1)N1C(=O)c2c(C1=O)c1c3ccccc3ccn1c2C(=O)OCC,3.168100019
c1n2c(C(OCC)=O)c3C(N(C(c3c2c2ccccc2c1)=O)c1ccc(Br)cc1)=O,3.168100019
C(OCC)(c1c2C(N(c3ccc(cc3)Br)C(c2c2c3ccccc3ccn21)=O)=O)=O,3.168100019
C1(=O)c2c3n(ccc4c3cccc4)c(c2C(N1c1ccc(cc1)Br)=O)C(=O)OCC,3.168100019
C(c1n2c(c3C(=O)N(C(=O)c13)c1ccc(Br)cc1)c1c(cccc1)cc2)(=O)OCC,3.168100019
c12C(=O)N(c3ccc(Br)cc3)C(=O)c2c(n2ccc3c(c21)cccc3)C(=O)OCC,3.168100019
c1(Br)ccc(N2C(=O)c3c(C2=O)c2n(ccc4c2cccc4)c3C(=O)OCC)cc1,3.168100019
O=C(c1c2C(=O)N(C(=O)c2c2c3ccccc3ccn21)c1ccc(Br)cc1)OCC,3.168100019
c1cccc2c3c4C(N(c5ccc(cc5)Br)C(=O)c4c(n3ccc12)C(OCC)=O)=O,3.168100019
c1c(ccc(Br)c1)N1C(=O)c2c3n(c(C(OCC)=O)c2C1=O)ccc1c3cccc1,3.168100019
c1cc(N2C(c3c(n4ccc5ccccc5c4c3C2=O)C(OCC)=O)=O)ccc1Br,3.168100019
C(OC(=O)c1c2c(C(=O)N(c3ccc(cc3)Br)C2=O)c2n1ccc1c2cccc1)C,3.168100019
C(=O)(c1c2c(C(N(c3ccc(Br)cc3)C2=O)=O)c2c3ccccc3ccn12)OCC,3.168100019
Brc1ccc(N2C(=O)c3c(n4c(c3C2=O)c2ccccc2cc4)C(OCC)=O)cc1,3.168100019
c1cccc2ccn3c(c4c(c3c21)C(=O)N(C4=O)c1ccc(Br)cc1)C(OCC)=O,3.168100019
c1ccc2c3n(ccc2c1)c(C(OCC)=O)c1c3C(=O)N(c2ccc(Br)cc2)C1=O,3.168100019
c12c(ccn3c1c1C(N(c4ccc(cc4)Br)C(=O)c1c3C(=O)OCC)=O)cccc2,3.168100019
n12c(c3C(N(c4ccc(cc4)Br)C(=O)c3c2C(OCC)=O)=O)c2c(cc1)cccc2,3.168100019
CCOC(c1n2c(c3c(cccc3)cc2)c2c1C(N(C2=O)c1ccc(cc1)Br)=O)=O,3.168100019
C1(=O)N(C(c2c3n(ccc4ccccc34)c(C(OCC)=O)c12)=O)c1ccc(Br)cc1,3.168100019
c1c(ccc(c1)N1C(=O)c2c(n3ccc4ccccc4c3c2C1=O)C(=O)OCC)Br,3.168100019
c1cc2c(cc1)c1c3C(=O)N(C(=O)c3c(n1cc2)C(=O)OCC)c1ccc(cc1)Br,3.168100019
O=C(OCC)c1c2C(N(c3ccc(Br)cc3)C(c2c2c3ccccc3ccn21)=O)=O,3.168100019
c1(N2C(c3c(c4n(c3C(=O)OCC)ccc3ccccc43)C2=O)=O)ccc(cc1)Br,3.168100019
c1c2c3n(ccc2ccc1)c(C(=O)OCC)c1C(=O)N(C(=O)c31)c1ccc(Br)cc1,3.168100019
c1cn2c(c3c1cccc3)c1c(c2C(=O)OCC)C(=O)N(c2ccc(cc2)Br)C1=O,3.168100019
c1cn2c(c3C(=O)N(C(=O)c3c2C(=O)OCC)c2ccc(cc2)Br)c2c1cccc2,3.168100019
c1cc(ccc1N1C(c2c3n(ccc4ccccc34)c(C(=O)OCC)c2C1=O)=O)Br,3.168100019
c12c(cccc2)c2n(c(C(OCC)=O)c3c2C(=O)N(c2ccc(Br)cc2)C3=O)cc1,3.168100019
c12c(C(N(C2=O)c2ccc(Br)cc2)=O)c2n(c1C(OCC)=O)ccc1c2cccc1,3.168100019
c1ccc2ccn3c(c2c1)c1C(N(C(c1c3C(OCC)=O)=O)c1ccc(Br)cc1)=O,3.168100019
CCOC(=O)c1n2c(c3c(cc2)cccc3)c2c1C(=O)N(c1ccc(Br)cc1)C2=O,3.168100019
c1cccc2ccn3c(c21)c1C(N(C(=O)c1c3C(=O)OCC)c1ccc(cc1)Br)=O,3.168100019
c1cc2c3c4c(C(=O)N(c5ccc(cc5)Br)C4=O)c(C(=O)OCC)n3ccc2cc1,3.168100019
c12ccn3c(c2cccc1)c1C(=O)N(C(=O)c1c3C(=O)OCC)c1ccc(Br)cc1,3.168100019
c12c(c3c4C(N(c5ccc(Br)cc5)C(c4c(C(OCC)=O)n3cc2)=O)=O)cccc1,3.168100019
c1c(ccc(N2C(c3c(C(=O)OCC)n4c(c3C2=O)c2c(cc4)cccc2)=O)c1)Br,3.168100019
c1cc(Br)ccc1N1C(=O)c2c(C(OCC)=O)n3ccc4ccccc4c3c2C1=O,3.168100019
c1c(N2C(c3c(C2=O)c2c4ccccc4ccn2c3C(OCC)=O)=O)ccc(c1)Br,3.168100019
c1c2c(c3c4C(=O)N(c5ccc(cc5)Br)C(=O)c4c(n3cc2)C(=O)OCC)ccc1,3.168100019
N1(c2ccc(Br)cc2)C(c2c(C1=O)c(C(=O)OCC)n1ccc3c(c12)cccc3)=O,3.168100019
C(C)OC(=O)c1c2c(C(=O)N(c3ccc(Br)cc3)C2=O)c2n1ccc1ccccc21,3.168100019
N1(c2ccc(Br)cc2)C(=O)c2c(c3n(ccc4c3cccc4)c2C(OCC)=O)C1=O,3.168100019
O=C1N(C(=O)c2c3c4c(ccn3c(C(=O)OCC)c21)cccc4)c1ccc(Br)cc1,3.168100019
c1cccc2c1ccn1c2c2C(=O)N(C(=O)c2c1C(OCC)=O)c1ccc(Br)cc1,3.168100019
c1(OC=CC)ccc(cc1)C(=O)Oc1ccc(cc1)OCC(C)CC,4.028400024
c1(OC(=O)c2ccc(OC=CC)cc2)ccc(cc1)OCC(CC)C,4.028400024
c1(ccc(OC(=O)c2ccc(OC=CC)cc2)cc1)OCC(CC)C,4.028400024
c1c(ccc(c1)C(Oc1ccc(OCC(CC)C)cc1)=O)OC=CC,4.028400024
O(c1ccc(OCC(C)CC)cc1)C(c1ccc(cc1)OC=CC)=O,4.028400024
c1c(C(Oc2ccc(OCC(C)CC)cc2)=O)ccc(c1)OC=CC,4.028400024
C(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)(CC)C,4.028400024
c1cc(C(=O)Oc2ccc(cc2)OCC(C)CC)ccc1OC=CC,4.028400024
C(C(CC)C)Oc1ccc(cc1)OC(=O)c1ccc(OC=CC)cc1,4.028400024
O=C(c1ccc(OC=CC)cc1)Oc1ccc(OCC(C)CC)cc1,4.028400024
CCC(COc1ccc(OC(=O)c2ccc(cc2)OC=CC)cc1)C,4.028400024
O=C(Oc1ccc(OCC(C)CC)cc1)c1ccc(cc1)OC=CC,4.028400024
O(c1ccc(cc1)C(Oc1ccc(cc1)OCC(C)CC)=O)C=CC,4.028400024
O=C(c1ccc(OC=CC)cc1)Oc1ccc(OCC(CC)C)cc1,4.028400024
CC(COc1ccc(cc1)OC(c1ccc(cc1)OC=CC)=O)CC,4.028400024
O(C(=O)c1ccc(OC=CC)cc1)c1ccc(cc1)OCC(CC)C,4.028400024
c1c(ccc(OC=CC)c1)C(Oc1ccc(cc1)OCC(C)CC)=O,4.028400024
c1cc(ccc1OCC(C)CC)OC(c1ccc(OC=CC)cc1)=O,4.028400024
c1c(OC=CC)ccc(c1)C(Oc1ccc(cc1)OCC(CC)C)=O,4.028400024
C(Oc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C(C)CC,4.028400024
CC=COc1ccc(C(Oc2ccc(cc2)OCC(C)CC)=O)cc1,4.028400024
C(=CC)Oc1ccc(C(Oc2ccc(OCC(CC)C)cc2)=O)cc1,4.028400024
O(CC(C)CC)c1ccc(OC(c2ccc(cc2)OC=CC)=O)cc1,4.028400024
c1(OC(=O)c2ccc(cc2)OC=CC)ccc(OCC(CC)C)cc1,4.028400024
C(Oc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C(CC)C,4.028400024
c1cc(OCC(CC)C)ccc1OC(=O)c1ccc(cc1)OC=CC,4.028400024
C(C)=COc1ccc(C(Oc2ccc(OCC(C)CC)cc2)=O)cc1,4.028400024
O(c1ccc(cc1)C(Oc1ccc(OCC(CC)C)cc1)=O)C=CC,4.028400024
CC=COc1ccc(cc1)C(=O)Oc1ccc(cc1)OCC(CC)C,4.028400024
c1(ccc(OCC(C)CC)cc1)OC(=O)c1ccc(OC=CC)cc1,4.028400024
c1c(OC(=O)c2ccc(cc2)OC=CC)ccc(c1)OCC(CC)C,4.028400024
c1(C(Oc2ccc(cc2)OCC(CC)C)=O)ccc(cc1)OC=CC,4.028400024
c1c(ccc(c1)C(=O)Oc1ccc(cc1)OCC(CC)C)OC=CC,4.028400024
c1(ccc(OCC(C)CC)cc1)OC(c1ccc(OC=CC)cc1)=O,4.028400024
O=C(c1ccc(cc1)OC=CC)Oc1ccc(OCC(C)CC)cc1,4.028400024
O(c1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1)CC(C)CC,4.028400024
c1(ccc(OCC(C)CC)cc1)OC(=O)c1ccc(cc1)OC=CC,4.028400024
O=C(Oc1ccc(cc1)OCC(CC)C)c1ccc(OC=CC)cc1,4.028400024
c1cc(ccc1OC(=O)c1ccc(OC=CC)cc1)OCC(CC)C,4.028400024
C(C)C(COc1ccc(cc1)OC(c1ccc(cc1)OC=CC)=O)C,4.028400024
C(C(CC)C)Oc1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1,4.028400024
CCC(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C,4.028400024
O(C=CC)c1ccc(C(=O)Oc2ccc(OCC(CC)C)cc2)cc1,4.028400024
CC(CC)COc1ccc(cc1)OC(=O)c1ccc(OC=CC)cc1,4.028400024
c1c(ccc(OCC(C)CC)c1)OC(c1ccc(OC=CC)cc1)=O,4.028400024
CCC(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C,4.028400024
CC(COc1ccc(cc1)OC(c1ccc(cc1)OC=CC)=O)CC,4.028400024
C(=O)(Oc1ccc(OCC(CC)C)cc1)c1ccc(OC=CC)cc1,4.028400024
c1(ccc(cc1)OC(=O)c1ccc(cc1)OC=CC)OCC(C)CC,4.028400024
c1cc(ccc1C(=O)Oc1ccc(cc1)OCC(C)CC)OC=CC,4.028400024
c1c(OC(=O)c2ccc(OC=CC)cc2)ccc(c1)OCC(C)CC,4.028400024
C(c1ccc(cc1)OC=CC)(=O)Oc1ccc(OCC(C)CC)cc1,4.028400024
O(c1ccc(cc1)OC(c1ccc(cc1)OC=CC)=O)CC(CC)C,4.028400024
C(C)C(C)COc1ccc(cc1)OC(c1ccc(cc1)OC=CC)=O,4.028400024
O=C(Oc1ccc(cc1)OCC(C)CC)c1ccc(OC=CC)cc1,4.028400024
c1(OC=CC)ccc(C(=O)Oc2ccc(cc2)OCC(CC)C)cc1,4.028400024
C(Oc1ccc(C(=O)Oc2ccc(cc2)OCC(C)CC)cc1)=CC,4.028400024
O(c1ccc(OC(=O)c2ccc(cc2)OC=CC)cc1)CC(C)CC,4.028400024
c1c(C(Oc2ccc(cc2)OCC(C)CC)=O)ccc(OC=CC)c1,4.028400024
c1(ccc(cc1)OCC(CC)C)OC(c1ccc(OC=CC)cc1)=O,4.028400024
CC=COc1ccc(C(Oc2ccc(cc2)OCC(C)CC)=O)cc1,4.028400024
C(Oc1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1)C(C)CC,4.028400024
c1cc(ccc1C(Oc1ccc(cc1)OCC(CC)C)=O)OC=CC,4.028400024
c1cc(ccc1OC(=O)c1ccc(OC=CC)cc1)OCC(CC)C,4.028400024
C(CC)(COc1ccc(OC(c2ccc(cc2)OC=CC)=O)cc1)C,4.028400024
c1(C(=O)Oc2ccc(cc2)OCC(C)CC)ccc(cc1)OC=CC,4.028400024
c1(OC(c2ccc(OC=CC)cc2)=O)ccc(cc1)OCC(C)CC,4.028400024
C(C(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C)C,4.028400024
C(=CC)Oc1ccc(cc1)C(Oc1ccc(cc1)OCC(CC)C)=O,4.028400024
O(C(c1ccc(cc1)OC=CC)=O)c1ccc(cc1)OCC(C)CC,4.028400024
c1(ccc(cc1)OCC(C)CC)OC(=O)c1ccc(cc1)OC=CC,4.028400024
CC(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)CC,4.028400024
c1c(OC=CC)ccc(C(Oc2ccc(OCC(CC)C)cc2)=O)c1,4.028400024
C(C(CC)C)Oc1ccc(cc1)OC(=O)c1ccc(OC=CC)cc1,4.028400024
C(=O)(Oc1ccc(OCC(CC)C)cc1)c1ccc(OC=CC)cc1,4.028400024
c1cc(OC=CC)ccc1C(Oc1ccc(cc1)OCC(CC)C)=O,4.028400024
C(=CC)Oc1ccc(cc1)C(Oc1ccc(OCC(C)CC)cc1)=O,4.028400024
c1cc(ccc1OC=CC)C(Oc1ccc(OCC(CC)C)cc1)=O,4.028400024
CC(CC)COc1ccc(cc1)OC(=O)c1ccc(OC=CC)cc1,4.028400024
c1cc(OCC(C)CC)ccc1OC(=O)c1ccc(OC=CC)cc1,4.028400024
c1(OCC(CC)C)ccc(OC(=O)c2ccc(cc2)OC=CC)cc1,4.028400024
O(c1ccc(C(=O)Oc2ccc(OCC(CC)C)cc2)cc1)C=CC,4.028400024
C(C(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C)C,4.028400024
O=C(Oc1ccc(OCC(C)CC)cc1)c1ccc(cc1)OC=CC,4.028400024
CC(COc1ccc(cc1)OC(=O)c1ccc(OC=CC)cc1)CC,4.028400024
c1cc(ccc1C(=O)Oc1ccc(cc1)OCC(CC)C)OC=CC,4.028400024
C(C(C)CC)Oc1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1,4.028400024
C(C(COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O)C)C,4.028400024
O=C(Oc1ccc(cc1)OCC(C)CC)c1ccc(cc1)OC=CC,4.028400024
CCC(C)COc1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1,4.028400024
c1(ccc(OCC(C)CC)cc1)OC(c1ccc(cc1)OC=CC)=O,4.028400024
O(c1ccc(cc1)OCC(C)CC)C(=O)c1ccc(cc1)OC=CC,4.028400024
c1(ccc(cc1)OC(=O)c1ccc(OC=CC)cc1)OCC(C)CC,4.028400024
c1c(OC(=O)c2ccc(cc2)OC=CC)ccc(OCC(C)CC)c1,4.028400024
c1(ccc(OC=CC)cc1)C(=O)Oc1ccc(cc1)OCC(C)CC,4.028400024
C(C)(CC)COc1ccc(cc1)OC(c1ccc(OC=CC)cc1)=O,4.028400024
O(CC(CC)C)c1ccc(OC(c2ccc(cc2)OC=CC)=O)cc1,4.028400024
O=C(c1ccc(OC=CC)cc1)Oc1ccc(OCC(CC)C)cc1,4.028400024
C(=O)(c1ccc(cc1)OC=CC)Oc1ccc(cc1)OCC(C)CC,4.028400024
CCC(COc1ccc(OC(=O)c2ccc(OC=CC)cc2)cc1)C,4.028400024
C(N1CCN(C(C)=O)CC1)c1ccc(C2SCCN=2)cc1,3.253000019
O=C(N1CCN(Cc2ccc(C3SCCN=3)cc2)CC1)C,3.253000019
C(=O)(C)N1CCN(CC1)Cc1ccc(cc1)C1SCCN=1,3.253000019
S1C(c2ccc(CN3CCN(CC3)C(=O)C)cc2)=NCC1,3.253000019
c1c(ccc(CN2CCN(C(=O)C)CC2)c1)C1=NCCS1,3.253000019
c1c(ccc(C2SCCN=2)c1)CN1CCN(CC1)C(C)=O,3.253000019
C1N(CCN(C1)Cc1ccc(cc1)C1SCCN=1)C(C)=O,3.253000019
c1(ccc(C2SCCN=2)cc1)CN1CCN(CC1)C(C)=O,3.253000019
C1N=C(SC1)c1ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
C1CSC(c2ccc(CN3CCN(C(C)=O)CC3)cc2)=N1,3.253000019
C1N=C(c2ccc(CN3CCN(CC3)C(=O)C)cc2)SC1,3.253000019
C1N(C(=O)C)CCN(C1)Cc1ccc(C2SCCN=2)cc1,3.253000019
C(N1CCN(Cc2ccc(cc2)C2SCCN=2)CC1)(=O)C,3.253000019
C1N(CCN(C(=O)C)C1)Cc1ccc(C2SCCN=2)cc1,3.253000019
C(c1ccc(cc1)C1SCCN=1)N1CCN(C(C)=O)CC1,3.253000019
N1(CCN(CC1)Cc1ccc(C2=NCCS2)cc1)C(C)=O,3.253000019
c1(ccc(C2=NCCS2)cc1)CN1CCN(CC1)C(C)=O,3.253000019
O=C(C)N1CCN(Cc2ccc(C3SCCN=3)cc2)CC1,3.253000019
C1(c2ccc(CN3CCN(C(=O)C)CC3)cc2)SCCN=1,3.253000019
C1SC(=NC1)c1ccc(CN2CCN(CC2)C(C)=O)cc1,3.253000019
c1(ccc(cc1)CN1CCN(C(C)=O)CC1)C1SCCN=1,3.253000019
c1c(CN2CCN(CC2)C(=O)C)ccc(c1)C1SCCN=1,3.253000019
c1cc(C2=NCCS2)ccc1CN1CCN(CC1)C(C)=O,3.253000019
C1N(CCN(C1)Cc1ccc(C2=NCCS2)cc1)C(C)=O,3.253000019
O=C(C)N1CCN(CC1)Cc1ccc(cc1)C1SCCN=1,3.253000019
C1CN(Cc2ccc(cc2)C2=NCCS2)CCN1C(=O)C,3.253000019
c1cc(C2SCCN=2)ccc1CN1CCN(CC1)C(C)=O,3.253000019
C1(SCCN=1)c1ccc(cc1)CN1CCN(C(C)=O)CC1,3.253000019
C1N(CCN(C(=O)C)C1)Cc1ccc(cc1)C1SCCN=1,3.253000019
c1cc(C2SCCN=2)ccc1CN1CCN(CC1)C(C)=O,3.253000019
C(=O)(N1CCN(Cc2ccc(C3SCCN=3)cc2)CC1)C,3.253000019
c1cc(ccc1CN1CCN(CC1)C(=O)C)C1=NCCS1,3.253000019
C1N(Cc2ccc(C3=NCCS3)cc2)CCN(C1)C(=O)C,3.253000019
c1(CN2CCN(CC2)C(=O)C)ccc(C2SCCN=2)cc1,3.253000019
C1CSC(=N1)c1ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
c1cc(CN2CCN(C(C)=O)CC2)ccc1C1SCCN=1,3.253000019
c1(ccc(CN2CCN(CC2)C(C)=O)cc1)C1=NCCS1,3.253000019
C1CN(C(=O)C)CCN1Cc1ccc(C2=NCCS2)cc1,3.253000019
C1(SCCN=1)c1ccc(cc1)CN1CCN(C(C)=O)CC1,3.253000019
O=C(N1CCN(CC1)Cc1ccc(cc1)C1=NCCS1)C,3.253000019
C1CSC(=N1)c1ccc(cc1)CN1CCN(C(=O)C)CC1,3.253000019
c1(C2SCCN=2)ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
O=C(C)N1CCN(CC1)Cc1ccc(cc1)C1SCCN=1,3.253000019
c1c(ccc(CN2CCN(CC2)C(=O)C)c1)C1=NCCS1,3.253000019
c1c(ccc(c1)CN1CCN(CC1)C(=O)C)C1=NCCS1,3.253000019
C1SC(=NC1)c1ccc(CN2CCN(C(=O)C)CC2)cc1,3.253000019
c1c(CN2CCN(CC2)C(=O)C)ccc(c1)C1SCCN=1,3.253000019
c1cc(ccc1CN1CCN(C(=O)C)CC1)C1=NCCS1,3.253000019
c1cc(CN2CCN(C(=O)C)CC2)ccc1C1SCCN=1,3.253000019
C1N(Cc2ccc(C3SCCN=3)cc2)CCN(C1)C(C)=O,3.253000019
c1c(C2SCCN=2)ccc(CN2CCN(C(C)=O)CC2)c1,3.253000019
N1(Cc2ccc(cc2)C2SCCN=2)CCN(CC1)C(C)=O,3.253000019
N1(CCN(Cc2ccc(cc2)C2SCCN=2)CC1)C(=O)C,3.253000019
C(C)(=O)N1CCN(Cc2ccc(C3SCCN=3)cc2)CC1,3.253000019
C1(SCCN=1)c1ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
C1CN=C(S1)c1ccc(CN2CCN(C(C)=O)CC2)cc1,3.253000019
c1c(ccc(c1)CN1CCN(CC1)C(C)=O)C1SCCN=1,3.253000019
C1CN(CCN1C(C)=O)Cc1ccc(cc1)C1SCCN=1,3.253000019
C1CN(Cc2ccc(C3SCCN=3)cc2)CCN1C(C)=O,3.253000019
C1CN(CCN1Cc1ccc(cc1)C1SCCN=1)C(=O)C,3.253000019
S1CCN=C1c1ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
C1CN=C(S1)c1ccc(CN2CCN(C(C)=O)CC2)cc1,3.253000019
C1CN(CCN1C(C)=O)Cc1ccc(C2SCCN=2)cc1,3.253000019
O=C(C)N1CCN(Cc2ccc(cc2)C2=NCCS2)CC1,3.253000019
C1N(CCN(Cc2ccc(cc2)C2SCCN=2)C1)C(=O)C,3.253000019
S1CCN=C1c1ccc(cc1)CN1CCN(CC1)C(C)=O,3.253000019
N1(C(=O)C)CCN(Cc2ccc(C3=NCCS3)cc2)CC1,3.253000019
C1CN(C(C)=O)CCN1Cc1ccc(C2SCCN=2)cc1,3.253000019
N1(C(=O)C)CCN(CC1)Cc1ccc(cc1)C1SCCN=1,3.253000019
N1=C(SCC1)c1ccc(cc1)CN1CCN(CC1)C(=O)C,3.253000019
S1C(=NCC1)c1ccc(CN2CCN(CC2)C(C)=O)cc1,3.253000019
C1CN(CCN1C(=O)C)Cc1ccc(C2SCCN=2)cc1,3.253000019
CC(N1CCN(Cc2ccc(C3=NCCS3)cc2)CC1)=O,3.253000019
N1(C(C)=O)CCN(Cc2ccc(C3=NCCS3)cc2)CC1,3.253000019
N1(CCN(CC1)Cc1ccc(cc1)C1SCCN=1)C(=O)C,3.253000019
C1CN(CCN1Cc1ccc(cc1)C1=NCCS1)C(=O)C,3.253000019
C(N1CCN(CC1)C(C)=O)c1ccc(cc1)C1SCCN=1,3.253000019
S1C(=NCC1)c1ccc(CN2CCN(C(=O)C)CC2)cc1,3.253000019
c1(ccc(cc1)CN1CCN(CC1)C(C)=O)C1=NCCS1,3.253000019
C1CN(CCN1Cc1ccc(C2=NCCS2)cc1)C(=O)C,3.253000019
N1(CCN(CC1)C(C)=O)Cc1ccc(C2=NCCS2)cc1,3.253000019
C1N(Cc2ccc(C3=NCCS3)cc2)CCN(C1)C(=O)C,3.253000019
C1(c2ccc(CN3CCN(CC3)C(=O)C)cc2)=NCCS1,3.253000019
C1N(C(=O)C)CCN(Cc2ccc(cc2)C2=NCCS2)C1,3.253000019
C1CSC(=N1)c1ccc(cc1)CN1CCN(C(=O)C)CC1,3.253000019
CC(=O)N1CCN(Cc2ccc(cc2)C2=NCCS2)CC1,3.253000019
CC(N1CCN(Cc2ccc(cc2)C2SCCN=2)CC1)=O,3.253000019
C1CN(Cc2ccc(C3=NCCS3)cc2)CCN1C(=O)C,3.253000019
c1cc(C2SCCN=2)ccc1CN1CCN(C(=O)C)CC1,3.253000019
C1CSC(c2ccc(CN3CCN(CC3)C(C)=O)cc2)=N1,3.253000019
c1c(ccc(c1)C1=NCCS1)CN1CCN(C(=O)C)CC1,3.253000019
C1CN(CCN1C(=O)C)Cc1ccc(cc1)C1SCCN=1,3.253000019
C1N(Cc2ccc(cc2)C2SCCN=2)CCN(C1)C(=O)C,3.253000019
c1cc(ccc1CN1CCN(CC1)C(C)=O)C1=NCCS1,3.253000019
C1CN(Cc2ccc(C3SCCN=3)cc2)CCN1C(C)=O,3.253000019
N1(Cc2ccc(cc2)C2=NCCS2)CCN(C(C)=O)CC1,3.253000019
O=C(C)N1CCN(Cc2ccc(cc2)C2=NCCS2)CC1,3.253000019
c1(CN2CCN(C(C)=O)CC2)ccc(C2=NCCS2)cc1,3.253000019
C1(c2ccc(cc2)CN2CCN(CC2)C(=O)C)=NCCS1,3.253000019
C(C)(N1CCN(Cc2ccc(cc2)C2=NCCS2)CC1)=O,3.253000019
C(C1OC(OC2=C(C(CC(C(=O)OC)C2)OC(=O)C)OC(C)=O)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)OC(C)=O,3.796500023
O=C(OC)C1CC(C(OC(C)=O)=C(C1)OC1C(OC(C)=O)C(C(OC(C)=O)C(COC(C)=O)O1)OC(C)=O)OC(C)=O,3.796500023
CC(OCC1C(C(OC(=O)C)C(OC(=O)C)C(OC2CC(C(=O)OC)CC(C=2OC(C)=O)OC(C)=O)O1)OC(C)=O)=O,3.796500023
O=C(C)OC1=C(CC(CC1OC(C)=O)C(OC)=O)OC1C(OC(C)=O)C(OC(C)=O)C(C(O1)COC(=O)C)OC(C)=O,3.796500023
COC(C1CC(OC(=O)C)C(=C(OC2OC(COC(=O)C)C(C(C2OC(C)=O)OC(C)=O)OC(=O)C)C1)OC(C)=O)=O,3.796500023
O=C(C)OC1C(OC(OC2=C(OC(=O)C)C(CC(C(=O)OC)C2)OC(=O)C)C(OC(=O)C)C1OC(=O)C)COC(=O)C,3.796500023
C1(C(OC)=O)CC(OC(=O)C)C(OC(C)=O)=C(OC2C(C(C(C(COC(C)=O)O2)OC(C)=O)OC(C)=O)OC(=O)C)C1,3.796500023
C1(OC(=O)C)C(=C(CC(C(OC)=O)C1)OC1OC(C(OC(=O)C)C(OC(C)=O)C1OC(C)=O)COC(C)=O)OC(C)=O,3.796500023
O=C(OC1C(OC(COC(C)=O)C(OC(C)=O)C1OC(C)=O)OC1CC(C(OC)=O)CC(OC(=O)C)C=1OC(=O)C)C,3.796500023
C1(COC(=O)C)C(OC(C)=O)C(OC(C)=O)C(C(OC2CC(C(=O)OC)CC(OC(=O)C)C=2OC(=O)C)O1)OC(C)=O,3.796500023
O(C(C)=O)CC1C(C(OC(=O)C)C(C(OC2=C(OC(=O)C)C(OC(=O)C)CC(C2)C(OC)=O)O1)OC(C)=O)OC(C)=O,3.796500023
C1C(OC(=O)C)C(OC(C)=O)=C(OC2OC(COC(C)=O)C(OC(C)=O)C(C2OC(=O)C)OC(=O)C)CC1C(OC)=O,3.796500023
C1(C(COC(C)=O)OC(OC2=C(OC(C)=O)C(CC(C2)C(OC)=O)OC(C)=O)C(C1OC(C)=O)OC(C)=O)OC(=O)C,3.796500023
O=C(C)OC1C(OC2=C(C(OC(C)=O)CC(C2)C(OC)=O)OC(=O)C)OC(COC(=O)C)C(C1OC(C)=O)OC(C)=O,3.796500023
C(OC(=O)C)C1C(C(OC(=O)C)C(C(OC2=C(C(OC(=O)C)CC(C(OC)=O)C2)OC(C)=O)O1)OC(=O)C)OC(=O)C,3.796500023
CC(=O)OC1CC(C(OC)=O)CC(OC2OC(COC(C)=O)C(C(C2OC(=O)C)OC(=O)C)OC(=O)C)=C1OC(=O)C,3.796500023
C1(CC(C(OC(C)=O)=C(OC2C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(O2)COC(=O)C)C1)OC(C)=O)C(=O)OC,3.796500023
C(OC1C(COC(C)=O)OC(C(OC(=O)C)C1OC(=O)C)OC1CC(C(OC)=O)CC(OC(C)=O)C=1OC(C)=O)(C)=O,3.796500023
O=C(C)OC1C(CC(CC=1OC1OC(COC(C)=O)C(C(C1OC(=O)C)OC(=O)C)OC(C)=O)C(OC)=O)OC(C)=O,3.796500023
C(C1CC(OC(C)=O)C(OC(C)=O)=C(OC2C(OC(=O)C)C(OC(=O)C)C(C(O2)COC(C)=O)OC(C)=O)C1)(OC)=O,3.796500023
O(C(C)=O)C1CC(C(OC)=O)CC(=C1OC(C)=O)OC1C(C(C(OC(C)=O)C(O1)COC(=O)C)OC(=O)C)OC(=O)C,3.796500023
O(C(=O)C)C1CC(C(=O)OC)CC(OC2C(C(OC(C)=O)C(C(COC(C)=O)O2)OC(=O)C)OC(C)=O)=C1OC(=O)C,3.796500023
C1(C(=O)OC)CC(OC2C(C(OC(C)=O)C(C(O2)COC(=O)C)OC(C)=O)OC(=O)C)=C(C(C1)OC(=O)C)OC(=O)C,3.796500023
