SMILES,V
c1cnc2c(cc3c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5c(cc4c3C#C[Si](C(C)C)(C(C)C)C(C)C)nccn5)c2)n1,2.060100012
n1c2cc3c(cc2ncc1)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c1cc2c(cc1c3C#C[Si](C(C)C)(C(C)C)C(C)C)nccn2,2.060100012
C(C)(C)[Si](C#Cc1c2c(c(c3cc4c(cc13)nccn4)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1c(nccn1)c2)(C(C)C)C(C)C,2.060100012
CC([Si](C(C)C)(C#Cc1c2c(cc3nccnc3c2)c(c2c1cc1c(nccn1)c2)C#C[Si](C(C)C)(C(C)C)C(C)C)C(C)C)C,2.060100012
CC([Si](C(C)C)(C(C)C)C#Cc1c2cc3nccnc3cc2c(c2c1cc1c(nccn1)c2)C#C[Si](C(C)C)(C(C)C)C(C)C)C,2.060100012
C([Si](C(C)C)(C(C)C)C(C)C)#Cc1c2c(cc3c(c2)nccn3)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2c1cc1nccnc1c2,2.060100012
c1cnc2cc3c(c4c(c(c3cc2n1)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1c(nccn1)c4)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c1nc2c(cc3c(c4cc5c(nccn5)cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3c2)C#C[Si](C(C)C)(C(C)C)C(C)C)nc1,2.060100012
c12c(c3cc4c(nccn4)cc3c(c1cc1nccnc1c2)C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
CC([Si](C#Cc1c2c(cc3c(nccn3)c2)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(nccn3)cc12)(C(C)C)C(C)C)C,2.060100012
c1(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3nccnc3cc2c(c2c1cc1nccnc1c2)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c12nccnc1cc1c(c2)c(c2c(c1C#C[Si](C(C)C)(C(C)C)C(C)C)cc1c(nccn1)c2)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c1cnc2cc3c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5c(nccn5)cc4c3C#C[Si](C(C)C)(C(C)C)C(C)C)cc2n1,2.060100012
n1ccnc2c1cc1c(c(c3cc4c(cc3c1C#C[Si](C(C)C)(C(C)C)C(C)C)nccn4)C#C[Si](C(C)C)(C(C)C)C(C)C)c2,2.060100012
c12c(cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5c(cc4c(c3c1)C#C[Si](C(C)C)(C(C)C)C(C)C)nccn5)nccn2,2.060100012
C([Si](C(C)C)(C(C)C)C#Cc1c2c(c(c3cc4c(cc13)nccn4)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1nccnc1c2)(C)C,2.060100012
n1ccnc2c1cc1c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3c(c(c1c2)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1nccnc1c3,2.060100012
n1c2c(cc3c(c(c4cc5nccnc5cc4c3C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)c2)ncc1,2.060100012
c12c(c(c3c(cc4nccnc4c3)c2C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)cc2nccnc2c1,2.060100012
C(C)([Si](C(C)C)(C#Cc1c2c(cc3c(nccn3)c2)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(nccn3)cc21)C(C)C)C,2.060100012
CC([Si](C#Cc1c2c(c(c3cc4nccnc4cc13)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1c(c2)nccn1)(C(C)C)C(C)C)C,2.060100012
n1ccnc2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5nccnc5cc4c(c3cc21)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
[Si](C(C)C)(C(C)C)(C(C)C)C#Cc1c2cc3nccnc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2c1cc1nccnc1c2,2.060100012
CC([Si](C(C)C)(C#Cc1c2c(cc3nccnc3c2)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2c1cc1c(c2)nccn1)C(C)C)C,2.060100012
c12c(c3c(c(c2cc2nccnc2c1)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1nccnc1c3)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
[Si](C#Cc1c2cc3nccnc3cc2c(c2c1cc1nccnc1c2)C#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)(C(C)C)C(C)C,2.060100012
CC([Si](C(C)C)(C#Cc1c2cc3nccnc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc3c(nccn3)cc12)C(C)C)C,2.060100012
c12cc3c(cc1c(C#C[Si](C(C)C)(C(C)C)C(C)C)c1c(cc4c(nccn4)c1)c2C#C[Si](C(C)C)(C(C)C)C(C)C)nccn3,2.060100012
CC([Si](C(C)C)(C#Cc1c2c(c(c3cc4nccnc4cc31)C#C[Si](C(C)C)(C(C)C)C(C)C)cc1nccnc1c2)C(C)C)C,2.060100012
c1c2c(c3cc4nccnc4cc3c(c2cc2nccnc21)C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c12c(c3cc4c(cc3c(c1cc1c(nccn1)c2)C#C[Si](C(C)C)(C(C)C)C(C)C)nccn4)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c12cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5nccnc5cc4c(c3cc2nccn1)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c1c2c(nccn2)cc2c1c(c1cc3c(cc1c2C#C[Si](C(C)C)(C(C)C)C(C)C)nccn3)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
[Si](C#Cc1c2cc3c(cc2c(c2c1cc1c(nccn1)c2)C#C[Si](C(C)C)(C(C)C)C(C)C)nccn3)(C(C)C)(C(C)C)C(C)C,2.060100012
n1c2c(cc3c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5c(nccn5)cc4c3C#C[Si](C(C)C)(C(C)C)C(C)C)c2)ncc1,2.060100012
c12nccnc1cc1c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4c(nccn4)cc3c1C#C[Si](C(C)C)(C(C)C)C(C)C)c2,2.060100012
c1cnc2cc3c(cc2n1)c(c1cc2c(cc1c3C#C[Si](C(C)C)(C(C)C)C(C)C)nccn2)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
c12c(cc3c(c2)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc4nccnc4cc2c3C#C[Si](C(C)C)(C(C)C)C(C)C)nccn1,2.060100012
c12c(nccn1)cc1c(c(c3cc4nccnc4cc3c1C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)c2,2.060100012
n1c2cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c4cc5nccnc5cc4c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc2ncc1,2.060100012
c12c(c(c3c(c2C#C[Si](C(C)C)(C(C)C)C(C)C)cc2c(c3)nccn2)C#C[Si](C(C)C)(C(C)C)C(C)C)cc2nccnc2c1,2.060100012
c1cnc2c(n1)cc1c(c3c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c1c2)cc1nccnc1c3)C#C[Si](C(C)C)(C(C)C)C(C)C,2.060100012
n1c2cc3c(c(c4cc5nccnc5cc4c3C#C[Si](C(C)C)(C(C)C)C(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)cc2ncc1,2.060100012
C(C)([Si](C(C)C)(C(C)C)C#Cc1c2c(c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4nccnc4cc31)cc1nccnc1c2)C,2.060100012
c1c2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c3cc4nccnc4cc3c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2cc2nccnc12,2.060100012
c1c2c(cc3c1c(C#CCCCCCC)c1cc4c(cc1c3C#CCCCCCC)cccc4)cccc2,2.029100012
c1cc2cc3c(C#CCCCCCC)c4cc5c(cccc5)cc4c(c3cc2cc1)C#CCCCCCC,2.029100012
c12ccccc2cc2c(c(C#CCCCCCC)c3cc4ccccc4cc3c2C#CCCCCCC)c1,2.029100012
C(CC#Cc1c2c(cc3ccccc3c2)c(C#CCCCCCC)c2c1cc1c(cccc1)c2)CCCC,2.029100012
c1cccc2cc3c(cc21)c(c1cc2c(cc1c3C#CCCCCCC)cccc2)C#CCCCCCC,2.029100012
C(c1c2c(cc3c(cccc3)c2)c(c2cc3c(cccc3)cc21)C#CCCCCCC)#CCCCCCC,2.029100012
C(c1c2cc3ccccc3cc2c(c2c1cc1c(cccc1)c2)C#CCCCCCC)#CCCCCCC,2.029100012
c12c(cc3ccccc3c2)c(c2cc3ccccc3cc2c1C#CCCCCCC)C#CCCCCCC,2.029100012
c12ccccc2cc2c(c1)c(C#CCCCCCC)c1c(cc3c(cccc3)c1)c2C#CCCCCCC,2.029100012
c12cc3ccccc3cc1c(c1cc3ccccc3cc1c2C#CCCCCCC)C#CCCCCCC,2.029100012
c1ccc2c(cc3c(C#CCCCCCC)c4c(cc5ccccc5c4)c(C#CCCCCCC)c3c2)c1,2.029100012
c1cc2c(cc3c(C#CCCCCCC)c4c(c(C#CCCCCCC)c3c2)cc2c(c4)cccc2)cc1,2.029100012
C(C#Cc1c2cc3c(cccc3)cc2c(c2c1cc1c(c2)cccc1)C#CCCCCCC)CCCCC,2.029100012
C(CCCCC)C#Cc1c2cc3c(cc2c(C#CCCCCCC)c2cc4c(cc21)cccc4)cccc3,2.029100012
c12cc3ccccc3cc1c(C#CCCCCCC)c1cc3ccccc3cc1c2C#CCCCCCC,2.029100012
C(c1c2cc3ccccc3cc2c(c2cc3ccccc3cc12)C#CCCCCCC)#CCCCCCC,2.029100012
C(CCC#Cc1c2c(c(c3cc4ccccc4cc13)C#CCCCCCC)cc1ccccc1c2)CCC,2.029100012
c1c2c(cc3c(c4cc5ccccc5cc4c(C#CCCCCCC)c31)C#CCCCCCC)cccc2,2.029100012
C(C)CCCCC#Cc1c2cc3c(cc2c(C#CCCCCCC)c2c1cc1c(c2)cccc1)cccc3,2.029100012
C(CCCC#Cc1c2c(cc3ccccc3c2)c(c2c1cc1ccccc1c2)C#CCCCCCC)CC,2.029100012
c1cc2cc3c(c4cc5ccccc5cc4c(c3cc2cc1)C#CCCCCCC)C#CCCCCCC,2.029100012
c1(C#CCCCCCC)c2cc3c(cccc3)cc2c(C#CCCCCCC)c2c1cc1ccccc1c2,2.029100012
c1c2c(c3cc4ccccc4cc3c(C#CCCCCCC)c2cc2c1cccc2)C#CCCCCCC,2.029100012
c1c2cc3c(c4c(cc5c(c4)cccc5)c(C#CCCCCCC)c3cc2ccc1)C#CCCCCCC,2.029100012
CCCCCCC#Cc1c2c(c(c3cc4ccccc4cc31)C#CCCCCCC)cc1ccccc1c2,2.029100012
c1(c2c(c(C#CCCCCCC)c3cc4ccccc4cc31)cc1c(cccc1)c2)C#CCCCCCC,2.029100012
c1ccc2cc3c(C#CCCCCCC)c4cc5c(cccc5)cc4c(C#CCCCCCC)c3cc2c1,2.029100012
c1cccc2c1cc1c(c3c(cc4c(cccc4)c3)c(c1c2)C#CCCCCCC)C#CCCCCCC,2.029100012
c1cc2c(cc3c(c4c(cc5ccccc5c4)c(C#CCCCCCC)c3c2)C#CCCCCCC)cc1,2.029100012
c1c2c(cc3c(c4c(cc5c(cccc5)c4)c(c3c2)C#CCCCCCC)C#CCCCCCC)ccc1,2.029100012
c12c(cccc1)cc1c(c2)c(c2cc3ccccc3cc2c1C#CCCCCCC)C#CCCCCCC,2.029100012
C(CC#Cc1c2cc3ccccc3cc2c(c2cc3c(cccc3)cc21)C#CCCCCCC)CCCC,2.029100012
c12cc3ccccc3cc2c(C#CCCCCCC)c2cc3ccccc3cc2c1C#CCCCCCC,2.029100012
c12ccccc1cc1c(c3cc4ccccc4cc3c(c1c2)C#CCCCCCC)C#CCCCCCC,2.029100012
C(CCCC#Cc1c2cc3c(cccc3)cc2c(C#CCCCCCC)c2c1cc1c(cccc1)c2)CC,2.029100012
c1c2c(cccc2)cc2c1c(c1cc3c(cccc3)cc1c2C#CCCCCCC)C#CCCCCCC,2.029100012
c12c(cc3c(C#CCCCCCC)c4cc5c(cccc5)cc4c(c3c2)C#CCCCCCC)cccc1,2.029100012
c1c2c(c3cc4c(cc3c(C#CCCCCCC)c2cc2ccccc21)cccc4)C#CCCCCCC,2.029100012
C(CCCC)CC#Cc1c2c(cc3ccccc3c2)c(c2c1cc1c(c2)cccc1)C#CCCCCCC,2.029100012
c12c(c(C#CCCCCCC)c3c(cc4c(cccc4)c3)c2C#CCCCCCC)cc2ccccc2c1,2.029100012
c1ccc2c(cc3c(c(c4c(cc5c(cccc5)c4)c3C#CCCCCCC)C#CCCCCCC)c2)c1,2.029100012
c1c2c(cccc2)cc2c(C#CCCCCCC)c3c(cc4ccccc4c3)c(c21)C#CCCCCCC,2.029100012
c12c(C#CCCCCCC)c3cc4ccccc4cc3c(C#CCCCCCC)c2cc2ccccc2c1,2.029100012
c12cc3c(c4c(cc5c(c4)cccc5)c(C#CCCCCCC)c3cc1cccc2)C#CCCCCCC,2.029100012
c12c(cccc1)cc1c(c(c3cc4c(cc3c1C#CCCCCCC)cccc4)C#CCCCCCC)c2,2.029100012
C(CCCCC#Cc1c2c(c(c3c1cc1c(c3)cccc1)C#CCCCCCC)cc1ccccc1c2)C,2.029100012
c12cc3c(c(C#CCCCCCC)c4cc5c(cc4c3C#CCCCCCC)cccc5)cc1cccc2,2.029100012
c12c(cccc2)cc2c(c(c3c(cc4ccccc4c3)c2C#CCCCCCC)C#CCCCCCC)c1,2.029100012
c1c2c(C#CCCCCCC)c3cc4ccccc4cc3c(c2cc2c1cccc2)C#CCCCCCC,2.029100012
c1c2cc3c(cc2ccc1)c(C#CCCCCCC)c1c(cc2c(cccc2)c1)c3C#CCCCCCC,2.029100012
c1c2c(c3c(cc4ccccc4c3)c(c2cc2c1cccc2)C#CCCCCCC)C#CCCCCCC,2.029100012
C(CC#Cc1c2cc3c(cc2c(c2c1cc1c(cccc1)c2)C#CCCCCCC)cccc3)CCCC,2.029100012
c1c2c(C#CCCCCCC)c3cc4ccccc4cc3c(C#CCCCCCC)c2cc2ccccc21,2.029100012
C(CC#Cc1c2cc3ccccc3cc2c(C#CCCCCCC)c2cc3c(cccc3)cc21)CCCC,2.029100012
c1c2c(ccc1)cc1c(c3cc4c(cccc4)cc3c(c1c2)C#CCCCCCC)C#CCCCCCC,2.029100012
c1c2c(cc3c(c4cc5c(cc4c(C#CCCCCCC)c3c2)cccc5)C#CCCCCCC)ccc1,2.029100012
c12ccccc2cc2c(C#CCCCCCC)c3c(cc4ccccc4c3)c(c2c1)C#CCCCCCC,2.029100012
c1(C#CCCCCCC)c2cc3c(cc2c(C#CCCCCCC)c2cc4c(cc21)cccc4)cccc3,2.029100012
CCCCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCCCC)c2c1cc1c(c2)cccc1,2.029100012
CCCCCCC#Cc1c2c(c(C#CCCCCCC)c3cc4c(cccc4)cc31)cc1c(c2)cccc1,2.029100012
c1ccc2cc3c(cc2c1)c(c1cc2c(cccc2)cc1c3C#CCCCCCC)C#CCCCCCC,2.029100012
C(CC#Cc1c2cc3c(cccc3)cc2c(c2c1cc1ccccc1c2)C#CCCCCCC)CCCC,2.029100012
C(CCCCC#Cc1c2cc3c(cc2c(c2cc4ccccc4cc21)C#CCCCCCC)cccc3)C,2.029100012
c12c(C#CCCCCCC)c3cc4ccccc4cc3c(c2cc2ccccc2c1)C#CCCCCCC,2.029100012
c1cc2c(cc1)cc1c(c(c3c(cc4c(c3)cccc4)c1C#CCCCCCC)C#CCCCCCC)c2,2.029100012
c1(C#CCCCCCC)c2c(c(c3c1cc1c(c3)cccc1)C#CCCCCCC)cc1c(cccc1)c2,2.029100012
c1c2c(cccc2)cc2c1c(C#CCCCCCC)c1c(cc3ccccc3c1)c2C#CCCCCCC,2.029100012
C(CCC#Cc1c2cc3c(cccc3)cc2c(c2c1cc1ccccc1c2)C#CCCCCCC)CCC,2.029100012
C(CCCCC#Cc1c2cc3c(cc2c(c2cc4c(cccc4)cc12)C#CCCCCCC)cccc3)C,2.029100012
c12c(C#CCCCCCC)c3cc4ccccc4cc3c(C#CCCCCCC)c2cc2ccccc2c1,2.029100012
c1c2cc3c(C#CCCCCCC)c4c(cc5ccccc5c4)c(c3cc2ccc1)C#CCCCCCC,2.029100012
c12cc3c(c4cc5ccccc5cc4c(c3cc2cccc1)C#CCCCCCC)C#CCCCCCC,2.029100012
C(C#Cc1c2cc3ccccc3cc2c(c2c1cc1c(cccc1)c2)C#CCCCCCC)CCCCC,2.029100012
C(CCC)CCC#Cc1c2cc3ccccc3cc2c(c2c1cc1c(c2)cccc1)C#CCCCCCC,2.029100012
c1cc2cc3c(c4cc5c(cccc5)cc4c(c3cc2cc1)C#CCCCCCC)C#CCCCCCC,2.029100012
c1cccc2c1cc1c(c3cc4c(cc3c(c1c2)C#CCCCCCC)cccc4)C#CCCCCCC,2.029100012
CCCCCCC#Cc1c2cc3c(cccc3)cc2c(C#CCCCCCC)c2c1cc1c(cccc1)c2,2.029100012
c1cc2cc3c(c(C#CCCCCCC)c4c(cc5c(cccc5)c4)c3C#CCCCCCC)cc2cc1,2.029100012
c12c(cc3ccccc3c1)c(c1c(cc3c(cccc3)c1)c2C#CCCCCCC)C#CCCCCCC,2.029100012
c1c2c(cc3c(C#CCCCCCC)c4cc5ccccc5cc4c(C#CCCCCCC)c3c2)ccc1,2.029100012
c1c2c(cc3ccccc13)c(c1cc3c(cc1c2C#CCCCCCC)cccc3)C#CCCCCCC,2.029100012
c1cccc2cc3c(C#CCCCCCC)c4c(c(c3cc21)C#CCCCCCC)cc1ccccc1c4,2.029100012
c1c2c(cccc2)cc2c(C#CCCCCCC)c3cc4ccccc4cc3c(C#CCCCCCC)c12,2.029100012
c12cc3c(C#CCCCCCC)c4c(c(C#CCCCCCC)c3cc1cccc2)cc1ccccc1c4,2.029100012
c12cc3c(cc2c(c2c(cc4ccccc4c2)c1C#CCCCCCC)C#CCCCCCC)cccc3,2.029100012
c1c2c(cccc2)cc2c1c(c1cc3c(cccc3)cc1c2C#CCCCCCC)C#CCCCCCC,2.029100012
c1cc2c(cc3c(C#CCCCCCC)c4cc5ccccc5cc4c(c3c2)C#CCCCCCC)cc1,2.029100012
C(C#Cc1c2cc3ccccc3cc2c(c2c1cc1c(cccc1)c2)C#CCCCCCC)CCCCC,2.029100012
c1c2c(ccc1)cc1c(c(c3cc4ccccc4cc3c1C#CCCCCCC)C#CCCCCCC)c2,2.029100012
c12c(C#CCCCCCC)c3c(c(C#CCCCCCC)c2cc2ccccc2c1)cc1c(c3)cccc1,2.029100012
c12ccccc1cc1c(C#CCCCCCC)c3c(c(c1c2)C#CCCCCCC)cc1c(cccc1)c3,2.029100012
C(#Cc1c2cc3ccccc3cc2c(c2cc3c(cccc3)cc21)C#CCCCCCC)CCCCCC,2.029100012
c12cc3c(C#CCCCCCC)c4c(cc5ccccc5c4)c(C#CCCCCCC)c3cc2cccc1,2.029100012
C(CCCCCC)#Cc1c2c(cc3c(cccc3)c2)c(c2cc3c(cccc3)cc12)C#CCCCCCC,2.029100012
c12c(C#CCCCCCC)c3c(c(c2cc2c(c1)cccc2)C#CCCCCCC)cc1c(cccc1)c3,2.029100012
c1cccc2cc3c(c4c(c(c3cc12)C#CCCCCCC)cc1ccccc1c4)C#CCCCCCC,2.029100012
C(CCCCC#Cc1c2cc3c(cc2c(C#CCCCCCC)c2c1cc1ccccc1c2)cccc3)C,2.029100012
c1(c2cc3c(cccc3)cc2c(C#CCCCCCC)c2c1cc1c(cccc1)c2)C#CCCCCCC,2.029100012
c1c2c(c3c(cc4ccccc4c3)c(C#CCCCCCC)c2cc2c1cccc2)C#CCCCCCC,2.029100012
C(CC)CCCC#Cc1c2cc3c(cc2c(C#CCCCCCC)c2c1cc1ccccc1c2)cccc3,2.029100012
c1cc2c(cc1)cc1c(c3c(c(c1c2)C#CCCCCC)cc1c(c3)cccc1)C#CCCCCC,2.060500012
c1(c2cc3ccccc3cc2c(c2c1cc1ccccc1c2)C#CCCCCC)C#CCCCCC,2.060500012
c12cc3c(c4c(c(c3cc2cccc1)C#CCCCCC)cc1ccccc1c4)C#CCCCCC,2.060500012
C(C#Cc1c2cc3ccccc3cc2c(c2cc3c(cccc3)cc12)C#CCCCCC)CCCC,2.060500012
c12c(C#CCCCCC)c3c(c(c1cc1ccccc1c2)C#CCCCCC)cc1ccccc1c3,2.060500012
c1c2c(c(c3c(cc4c(cccc4)c3)c2C#CCCCCC)C#CCCCCC)cc2c1cccc2,2.060500012
c12ccccc1cc1c(c2)c(c2cc3ccccc3cc2c1C#CCCCCC)C#CCCCCC,2.060500012
C(CCCC)C#Cc1c2cc3c(cccc3)cc2c(c2cc3ccccc3cc21)C#CCCCCC,2.060500012
c1cc2c(cc1)cc1c(C#CCCCCC)c3c(cc4ccccc4c3)c(c1c2)C#CCCCCC,2.060500012
c12c(c(C#CCCCCC)c3c(cc4ccccc4c3)c1C#CCCCCC)cc1c(cccc1)c2,2.060500012
C(#CCCCCC)c1c2cc3ccccc3cc2c(C#CCCCCC)c2c1cc1ccccc1c2,2.060500012
c1cccc2cc3c(cc21)c(c1c(c3C#CCCCCC)cc2ccccc2c1)C#CCCCCC,2.060500012
C(CC#Cc1c2c(c(c3c1cc1ccccc1c3)C#CCCCCC)cc1ccccc1c2)CCC,2.060500012
c12ccccc1cc1c(c(c3c(cc4ccccc4c3)c1C#CCCCCC)C#CCCCCC)c2,2.060500012
C(#CCCCCC)c1c2cc3c(cc2c(c2c1cc1ccccc1c2)C#CCCCCC)cccc3,2.060500012
c1c2c(cc3c(c4c(cc5ccccc5c4)c(C#CCCCCC)c13)C#CCCCCC)cccc2,2.060500012
c1cccc2cc3c(C#CCCCCC)c4c(cc5ccccc5c4)c(C#CCCCCC)c3cc12,2.060500012
c1(C#CCCCCC)c2cc3ccccc3cc2c(c2c1cc1c(cccc1)c2)C#CCCCCC,2.060500012
C(c1c2c(c(C#CCCCCC)c3cc4c(cccc4)cc13)cc1ccccc1c2)#CCCCCC,2.060500012
c1cccc2cc3c(c(C#CCCCCC)c4cc5ccccc5cc4c3C#CCCCCC)cc12,2.060500012
c1c2c(c(c3cc4c(cc3c2C#CCCCCC)cccc4)C#CCCCCC)cc2c1cccc2,2.060500012
CCCCCC#Cc1c2cc3c(cccc3)cc2c(c2c1cc1ccccc1c2)C#CCCCCC,2.060500012
C(CCC)CC#Cc1c2c(cc3c(cccc3)c2)c(C#CCCCCC)c2cc3ccccc3cc21,2.060500012
c1c2c(cc3c1cccc3)c(c1c(c2C#CCCCCC)cc2c(cccc2)c1)C#CCCCCC,2.060500012
C(#Cc1c2c(cc3ccccc3c2)c(C#CCCCCC)c2c1cc1c(c2)cccc1)CCCCC,2.060500012
c1cc2cc3c(C#CCCCCC)c4cc5c(cc4c(C#CCCCCC)c3cc2cc1)cccc5,2.060500012
C(CCCC)C#Cc1c2c(cc3ccccc3c2)c(c2cc3ccccc3cc12)C#CCCCCC,2.060500012
c12c(cc3c(c2)c(C#CCCCCC)c2cc4ccccc4cc2c3C#CCCCCC)cccc1,2.060500012
c1ccc2c(c1)cc1c(c(c3c(cc4ccccc4c3)c1C#CCCCCC)C#CCCCCC)c2,2.060500012
C(CCCC)C#Cc1c2c(c(C#CCCCCC)c3c1cc1ccccc1c3)cc1c(cccc1)c2,2.060500012
c1c2c(ccc1)cc1c(c(C#CCCCCC)c3cc4c(cc3c1C#CCCCCC)cccc4)c2,2.060500012
c1ccc2c(cc3c(c(C#CCCCCC)c4c(c3C#CCCCCC)cc3c(c4)cccc3)c2)c1,2.060500012
CCCCCC#Cc1c2c(c(c3cc4ccccc4cc13)C#CCCCCC)cc1c(c2)cccc1,2.060500012
c1c2ccccc2cc2c1c(C#CCCCCC)c1cc3c(cccc3)cc1c2C#CCCCCC,2.060500012
C(CCCC#Cc1c2cc3c(cccc3)cc2c(C#CCCCCC)c2cc3c(cccc3)cc21)C,2.060500012
C(CC)CCC#Cc1c2cc3ccccc3cc2c(c2c1cc1c(c2)cccc1)C#CCCCCC,2.060500012
CCCCCC#Cc1c2cc3ccccc3cc2c(c2c1cc1ccccc1c2)C#CCCCCC,2.060500012
C(CCC#Cc1c2cc3c(cccc3)cc2c(c2c1cc1c(c2)cccc1)C#CCCCCC)CC,2.060500012
c1c2cc3c(c4c(c(C#CCCCCC)c3cc2ccc1)cc1c(cccc1)c4)C#CCCCCC,2.060500012
c1c2c(cccc2)cc2c1c(C#CCCCCC)c1cc3ccccc3cc1c2C#CCCCCC,2.060500012
c12c(C#CCCCCC)c3c(cc4ccccc4c3)c(C#CCCCCC)c2cc2c(c1)cccc2,2.060500012
C(c1c2c(cc3c(cccc3)c2)c(C#CCCCCC)c2cc3ccccc3cc12)#CCCCCC,2.060500012
c1(c2c(cc3ccccc3c2)c(c2cc3ccccc3cc12)C#CCCCCC)C#CCCCCC,2.060500012
CCCCCC#Cc1c2cc3c(cccc3)cc2c(C#CCCCCC)c2c1cc1c(c2)cccc1,2.060500012
c1c2c(C#CCCCCC)c3c(cc4c(cccc4)c3)c(c2cc2c1cccc2)C#CCCCCC,2.060500012
c12cc3c(cc1cccc2)c(c1c(c3C#CCCCCC)cc2c(cccc2)c1)C#CCCCCC,2.060500012
c1cccc2cc3c(c4cc5ccccc5cc4c(c3cc21)C#CCCCCC)C#CCCCCC,2.060500012
c1c2ccccc2cc2c1c(c1cc3ccccc3cc1c2C#CCCCCC)C#CCCCCC,2.060500012
c1ccc2c(cc3c(c2)c(c2cc4c(cccc4)cc2c3C#CCCCCC)C#CCCCCC)c1,2.060500012
C(CCC#Cc1c2c(cc3ccccc3c2)c(C#CCCCCC)c2cc3c(cccc3)cc12)CC,2.060500012
C(CC)CCC#Cc1c2c(cc3c(c2)cccc3)c(c2c1cc1c(cccc1)c2)C#CCCCCC,2.060500012
c1c2c(cc3c(C#CCCCCC)c4cc5c(cccc5)cc4c(C#CCCCCC)c3c2)ccc1,2.060500012
C(CCCCC)#Cc1c2cc3c(cccc3)cc2c(C#CCCCCC)c2c1cc1ccccc1c2,2.060500012
c1cccc2c1cc1c(C#CCCCCC)c3cc4ccccc4cc3c(c1c2)C#CCCCCC,2.060500012
CCCCCC#Cc1c2c(cc3ccccc3c2)c(C#CCCCCC)c2cc3c(cccc3)cc21,2.060500012
c1cccc2c1cc1c(c2)c(c2c(c1C#CCCCCC)cc1ccccc1c2)C#CCCCCC,2.060500012
c1cc2c(cc3c(c4cc5c(cccc5)cc4c(c3c2)C#CCCCCC)C#CCCCCC)cc1,2.060500012
c12cc3ccccc3cc1c(C#CCCCCC)c1c(c2C#CCCCCC)cc2ccccc2c1,2.060500012
c1c2c(cccc2)cc2c(c3c(cc4c(c3)cccc4)c(C#CCCCCC)c12)C#CCCCCC,2.060500012
c12c(C#CCCCCC)c3cc4ccccc4cc3c(C#CCCCCC)c2cc2ccccc2c1,2.060500012
C(c1c2cc3c(cccc3)cc2c(c2cc3ccccc3cc12)C#CCCCCC)#CCCCCC,2.060500012
